area_code,year,cultural_sites
ITC,2011,587189
ITC,2011,15311
ITC,2011,571878
ITC,2011,0
ITC,2011,16831
ITC,2011,0
ITC,2011,1296
ITC,2011,15535
ITC,2011,0
ITC,2011,15535
ITC,2011,0
ITC,2011,252570
ITC,2011,0
ITC,2011,239838
ITC,2011,12732
ITC,2011,395
ITC,2011,12337
ITC,2011,0
ITC,2011,566667
ITC,2011,0
ITC,2011,461689
ITC,2011,104978
ITC,2011,0
ITC,2011,104978
ITC,2011,0
ITC,2011,1504596
ITC,2011,0
ITC,2011,1107893
ITC,2011,396703
ITC,2011,3000
ITC,2011,321605
ITC,2011,72098
ITC,2011,13167454
ITC,2011,0
ITC,2011,5104298
ITC,2011,8063156
ITC,2011,88624
ITC,2011,6842286
ITC,2011,1132246
ITC,2011,1023436
ITC,2011,0
ITC,2011,618609
ITC,2011,404827
ITC,2011,50548
ITC,2011,295770
ITC,2011,58509
ITC,2011,69366
ITC,2011,0
ITC,2011,0
